Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
POBNEA_clean,10.80665,12.5736,4473.99,0.74138,,0.023078096,,2.54E-08,1.04E-08,2.70E-07
POBVIN_clean,6.75722,9.34712,41087,0.67938,,0.225943222,,0,0,0
POBYAH_charged,3.77396,5.37281,6398.51,0.4433,,0.036063924,,6.94E-08,6.77E-08,6.49E-08
POCPAZ_clean,4.78933,6.16055,6879.6,0.57322,,0.410172946,,0,3.14E-08,0
POCRAB_clean,3.3894,5.06389,2289.78,0.4399,,0.442005873,,0,0,7.03E-11
PODKOK_clean,8.36045,13.11105,30493.2,0.798,,0.074506017,,0,0,0
PODKUQ_clean,8.51815,14.37134,36957.6,0.8207,,0.070286621,,0,0,0
PODVIP_clean,3.33276,4.23858,1801.64,0.36844,,0.513998975,,1.47E-242,1.36E-07,0
PODVUB_clean,2.64238,4.50573,3677.4,0.36688,,1.037112958,,0,0,0
PODXEN_clean,3.72743,5.23018,2423.3,0.41228,,0.944353778,,0,6.77E-08,0
POFGUO_clean,3.67764,5.03738,9432.45,0.5681,,1.413280307,,0,0,0
POFSIN01_clean,5.61106,6.9634,2048.43,0.74486,,0.030745197,,1.91E-07,2.34E-07,2.32E-07
POFSIN02_clean,5.61552,6.95648,2046.74,0.74276,,0.03075919,,2.01E-07,2.35E-07,2.34E-07
POFSIN03_clean,5.59905,6.9453,2038.62,0.7431,,0.031355784,,2.04E-07,2.38E-07,2.37E-07
POFSIN04_clean,5.59112,6.94304,2035.88,0.74416,,0.031597659,,2.21E-07,2.42E-07,2.44E-07
POFSIN_clean,5.61455,6.95019,2043.98,0.7413,,0.030900045,,2.01E-07,2.48E-07,2.47E-07
POHCOG_clean,4.76026,5.46176,6383,0.47758,,0.395752876,,5.81E-08,0,0
POHLOP_clean,2.51842,3.75808,1463.38,0.4511,,1.290951688,,0,0,0
POHLUV_clean,2.50894,3.71483,1446.97,0.43608,,1.222824429,,0,2.32E-14,0
POHMAC_clean,2.53435,3.7107,1457.8,0.44862,,1.158542472,,0,9.21E-14,0
POHWIU_clean,10.33493,15.67439,13721.4,0.79954,,0.052451696,,7.83E-08,7.77E-08,6.37E-09
POJNIM_clean,3.85034,5.46487,1944.91,0.52676,,0.202878099,,9.37E-16,1.29E-15,5.27E-08
POJTUE_clean,2.53787,2.78429,1973.55,0.39308,,0.001733984,,1.22E-08,0,0
POKGEC_clean,3.7057,4.00375,3373.21,0.4684,,0.733087857,,0,0,2.20E-08
POKSAL_clean,3.8731,5.06404,1745.16,0.39784,,0.207061603,,6.18E-08,0,0
POKSEP_clean,3.98045,5.14917,1768.1,0.40612,,0.144985896,,2.94E-08,0,0
POKSIT_clean,3.46686,5.11393,1751.91,0.38112,,0.129259419,,1.05E-08,0,0
POKSOZ_clean,3.593,5.13912,1773.88,0.38818,,0.117020966,,7.29E-09,0,0
POKSUF_clean,3.09319,4.04999,1675.78,0.35256,,0.10727906,,6.47E-08,0,0
POKTAM_clean,3.40946,4.11217,1704.84,0.36956,,0.092108647,,0,0,0
POKTEQ_clean,3.43281,4.10933,1694.22,0.3713,,0.103145379,,7.83E-08,0,0
POKTIU_clean,3.84756,5.14329,1758.35,0.39776,,0.13529787,,1.51E-11,0,0
POKTOA_clean,3.54144,4.17952,1728.63,0.37772,,0.08983926,,8.58E-08,0,0
POKTUG_clean,2.9272,3.61999,1763.31,0.3222,,0.277850346,,1.85E-09,0,0
POKVAO_clean,3.90556,5.12576,1751.85,0.39236,,0.131514232,,1.25E-08,0,0
POKVES_clean,3.2841,4.03891,1666.85,0.3609,,0.10682323,,0,0,0
POKVIW_clean,2.25471,4.66944,1755.76,0.35398,,0.224343771,,3.65E-21,0,0
POKVOC_clean,2.34461,4.69405,1771.88,0.35886,,0.207958963,,3.04E-15,0,0
POKVUI_clean,3.46713,4.13108,1721.49,0.37328,,0.086562863,,0,0,0
POLBAT_clean,2.70752,4.4565,1355.21,0.3974,,328.4628501,,4.09E-23,0,3.97E-11
POLBEX_clean,7.23052,8.43263,4650.1,0.52654,,192.336781,,3.55E-10,4.60E-12,4.94E-73
POLBIB_clean,4.07604,4.72136,1508.64,0.578,,0.23737277,,1.10E-07,9.38E-08,2.09E-95
POLBOH_clean,3.53696,4.1977,956.655,0.6039,,0.083410183,,1.99E-09,1.15E-08,1.03E-07
POLBUN_clean,3.50554,4.23092,2945.81,0.43624,,67.3712736,,9.71E-08,1.17E-55,0
POLDOK_clean,4.77439,4.87381,2907.26,0.42026,,1.030103597,,0,0,9.10E-08
POLDUQ_clean,4.80109,4.90286,2909.02,0.41936,,0.830020169,,0,0,9.14E-08
POLNAG_clean,3.06756,3.88054,858.572,0.45916,,0.81565122,,0,0,5.19E-08
POLYEW_clean,3.19207,5.00244,2593.14,0.42072,,6.717005224,,0,0,0
POMMAH_clean,11.57394,15.08502,11760,0.67956,,0.891369271,,0,7.75E-08,9.05E-08
POMSER_clean,3.75335,6.75536,2458.84,0.52938,,0.711743208,,2.05E-160,3.24E-08,0
POMSOB_clean,4.29994,6.06071,1822.26,0.52582,,0.654131549,,0,0,0
PONPOX_clean,3.69391,4.47966,2980.38,0.4395,,77.56534802,,0,9.85E-08,8.69E-58
PONSOC_clean,5.85262,7.06557,7612.62,0.63104,,0.212166828,,0,2.98E-08,5.43E-10
POQKAI_clean,2.58996,3.50132,726.398,0.37228,,56.79769226,,0,0,0
POQQES_clean,2.44599,5.07341,5482.29,0.45926,,3.505168873,,2.09E-46,6.25E-101,9.14E-39
POQXAV_charged,2.72911,3.26905,4637.54,0.35176,,0.154603884,,1.63E-17,0,0
PORGAE_clean,3.7981,5.79597,2810.04,0.4511,,5.736603609,,0,7.70E-102,9.79E-08
PORLAL_clean,8.52139,9.03308,4539.51,0.55378,,0.160635767,,2.99E-08,0,2.05E-32
PORLEP_clean,4.32843,7.60769,15297.8,0.458,,1.252202511,,1.84E-08,0,0
PORVID_clean,6.5679,7.23361,1862.36,0.54874,,0.287995217,,0,1.14240961460000e-312,3.44E-08
PORVUO_clean,3.53036,4.09468,1527.9,0.49812,,4.126153874,,2.80E-08,0,0
POSFIO_clean,2.86593,6.46872,3765.96,0.47764,,1.23772143,,0,8.02E-09,3.06E-12
POSFOU_clean,2.96692,3.29414,2456.48,0.46682,,10.52900598,,5.44E-08,5.44E-08,0
POSGAH_clean,4.15035,6.07746,2957.42,0.55878,,1.028459441,,7.47E-08,9.75E-08,0
POSGEL_clean,2.64342,4.28655,2317.73,0.4364,,3.173262301,,0,0,1.38E-11
POTNET_clean,3.50436,4.41936,1270.95,0.53234,,1.006720723,,5.31E-08,6.27E-08,0
POTREX_clean,9.78536,15.12469,11522,0.77632,,0.085714726,,0,3.78E-08,7.52E-09
POVXII_clean,2.24422,4.10886,2162.87,0.38872,,0.58121555,,4.88E-16,0,0
POVZOR_clean,2.14826,3.70536,3015.71,0.40496,,0.265271856,,0,0,0
POVZUX_clean,2.23642,3.68947,3018.95,0.40254,,0.264784264,,0,0,0
POWBEK_clean,2.25512,3.62444,3000.08,0.4115,,0.255050098,,9.67E-16,9.03E-222,0
POWBIO_clean,2.18761,3.72395,2993.64,0.40714,,0.284068946,,0,0,0
POXHIU_clean,2.6205,3.4561,1731.6,0.31418,,2.520600334,,7.02E-10,0,0
POXHOA_clean,2.64114,3.45339,1739.36,0.31518,,2.472171461,,8.71E-10,0,0
POXHUG_clean,2.66365,3.46694,1762.2,0.31974,,2.290845404,,9.15E-10,0,0
POYPAW_clean,4.53257,7.58729,11139.9,0.55258,,4.040496529,,3.36E-09,3.29E-09,6.05E-08
POZHUI_ion_b,30.12834,39.16044,29744.9,0.99144,,0.001776049,,5.51E-07,1.56E-07,5.26E-07
PRIMIN_clean,3.23883,6.4954,1414.58,0.53882,,0.112004074,,2.29E-09,0,5.64E-08
PUBROU_clean,4.65183,11.12875,13461.7,0.68634,,1.742972849,,0,0,1.68E-29
PUBRUA_clean,3.76376,9.46789,18977.9,0.5389,,8.35457673,,3.38E-08,3.40E-08,1.23E-10
PUBSAH_clean,4.55659,11.01166,11579.2,0.69944,,0.6571083,,0,0,2.10E-09
PUBSEL_clean,4.15675,8.37048,11574.9,0.6613,,1.385737283,,0,0,1.75E-09
PUBSIP_clean,4.6717,11.03537,11540.2,0.68206,,0.787226611,,0,0,2.36E-09
PUBSOV_clean,3.9275,12.18529,9743.94,0.61886,,9.625494283,,3.98E-10,3.89E-10,4.65E-32
PUCKUV_clean,3.42025,4.72698,2942.83,0.43678,,2.539545785,,9.03E-08,1.32E-27,1.37E-11
PUDSIR01_clean,5.53309,6.61621,7794.1,0.64078,,0.316088283,,0,1.27E-09,1.76E-08
PUDSIR_clean,5.24278,6.55521,7608.84,0.62888,,0.369297615,,1.88E-08,5.30E-11,6.35E-08
PUDSOX_clean,5.46098,6.68218,7768.44,0.64062,,0.319751562,,0,9.28E-10,1.74E-08
PUDSUD_clean,5.77609,6.86401,7966.59,0.64642,,0.284472726,,0,1.27E-09,1.56E-08
PUFNUB_clean,2.80046,4.55631,2337.05,0.38286,,8.573382309,,1.39E-76,1.40E-76,7.18E-09
PUFRIR_clean,4.00204,5.33875,4096.96,0.59354,,0.308197621,,0,7.75E-08,5.25E-08
PUFXIZ_clean,2.36363,4.95615,2100.24,0.46894,,3.864077116,,0,0,5.49E-133
PUFXUL_clean,2.8096,3.8621,2903.48,0.45696,,7.146410318,,9.83E-15,0,0
PUGFII_clean,2.96711,5.16928,5753.36,0.49172,,5.903651992,,0,0,1.57E-09
PUGFOO_clean,2.77115,5.30043,5753.36,0.4908,,6.372398325,,0,0,4.77E-09
PUGGOP_clean,6.6649,8.04141,5185.94,0.61846,,2.001165271,,7.12E-09,3.27E-08,7.03E-09
PUGHAC_clean,2.76311,5.03165,5753.36,0.48336,,5.682735824,,0,0,6.03E-09
PUGHIK_clean,2.86231,5.37707,5753.36,0.49196,,6.23840005,,0,0,1.81E-10
PUGHUW_clean,3.01502,4.12584,5753.36,0.45346,,8.1447124,,1.72E-08,0,0
PUGJEI_clean,2.85472,5.08723,5753.36,0.48628,,6.056642868,,0,0,8.23E-09
PUGPEO_clean,8.48635,9.43152,5697.11,0.65282,,0.417971264,,2.86E-10,0,1.48E-10
PUGSER_clean,8.41559,8.88359,7491.56,0.70728,,0.127402589,,0,0,0
PUGSOB_clean,8.28576,9.11841,7503.68,0.67556,,0.399689624,,1.73E-09,0,0
PUGSUH_clean,8.34523,8.87439,7689.21,0.69844,,0.192416226,,7.76E-08,5.49E-21,3.58E-08
PUJJEL_clean,8.17363,8.69485,3628.6,0.55464,,0.24506708,,0,0,5.38E-09
PUJMOW_clean,2.16237,2.49933,553.543,0.20182,,3.947601363,,3.95E-08,0,0
PUJQEQ_clean,5.81929,7.23678,8580.6,0.6452,,0.292301945,,1.43E-08,3.51E-08,0
PUKSUL_clean,4.04791,6.54613,2725.65,0.69446,,0.025976147,,1.39E-07,1.36E-07,8.45E-08
PUKVAU_clean,4.64276,6.15957,2973.77,0.52534,,0.361954907,,1.37E-08,0,7.56E-11
PULDOQ_clean,3.00799,5.10468,1645.95,0.49796,,0.008625716,,0,2.78E-131,6.53E-08
PULHOT_clean,2.70502,4.92139,1510.13,0.49794,,3.590173302,,1.93E-113,2.52E-24,0
PULMIU_clean,3.88548,6.97369,6708.34,0.59546,,0.552758211,,4.69E-12,3.18E-13,0
PUMDIM_clean,3.89018,5.4564,3961.35,0.55712,,1.973137118,,0,3.01E-08,1.57E-13
PUMGIP01_clean,3.14393,5.03242,11823,0.45698,,3.609677836,,9.64E-09,2.20E-156,0
PUMGIP_clean,3.48536,5.35377,11944.8,0.46702,,3.024455999,,1.69E-08,0,0
PUMNIV_clean,3.95843,5.59717,2171.31,0.63956,,0.159636164,,2.76E-08,1.56E-10,8.15E-11
PUMNOB_clean,3.82202,5.6141,2149.11,0.63836,,0.127311159,,2.45E-08,1.90E-08,8.86E-11
PUMZAZ_clean,2.36964,4.57533,3209.82,0.45272,,0.089170241,,0,0,0
PUNCIL_clean,2.40017,4.43466,2354.58,0.46252,,4.92788666,,0,9.78E-26,0
PUNDUY_clean,2.33919,3.71101,4066.64,0.34482,,35.12077015,,1.27E-140,0,0
PUNFIO_clean,2.08569,3.20764,1810.86,0.30694,,0.038745804,,4.48E-25,0,0
PUNSIB_clean,3.18874,4.99699,2530.23,0.49272,,0.369480794,,0,0,5.09E-08
PUNSOH_clean,2.66986,6.397,2081.39,0.52858,,0.376524771,,4.12E-105,0,1.42E-08
PUNSUN_charged,2.58817,3.49227,1260.08,0.37064,,0.135199509,,0,3.45E-37,2.31E-33
PUPHUE_clean,6.33727,6.76952,3802.81,0.5106,,0.324334152,,1.27E-08,0,0
PUPJER_clean,4.14468,9.36599,11537.7,0.66856,,1.164893213,,0,7.88E-09,1.24E-09
PUPNAQ_clean,2.27885,2.98239,1896.24,0.35178,,10.30552874,,9.15E-21,0,0
PUPXII01_clean,2.60922,3.46641,1284.62,0.40718,,0.325334554,,6.74E-11,0,2.77000000000000e-322
PUPXII_clean,2.61696,3.61859,652.857,0.4081,,0.493424426,,8.42E-10,3.16E-57,2.82E-57
PUPYAA_clean,3.08757,3.812,1553.68,0.4618,,0.657207237,,0,6.98E-09,9.10E-26
PUQDOW_clean,3.71334,4.763,6602.83,0.40796,,1.084982056,,0,1.27E-07,0
PUQHEP_clean,2.47885,3.84817,1264.98,0.38806,,0.449180562,,1.88E-20,0,0
PUQHIT_SL,2.4134,3.72818,1261.47,0.38674,,0.442635779,,0,0,0
PUQXUV_clean,5.01309,5.28496,3019.02,0.42862,,5.869309101,,2.67E-09,1.15E-226,1.37E-226
PUQYAC_clean,5.00664,5.27705,3025.78,0.4292,,5.854893845,,2.97E-09,6.78E-212,1.18E-212
PURJES_clean,4.86917,5.9155,2289.09,0.54024,,2.047332692,,2.53E-08,0,0
PURJIW_clean,5.70241,7.76378,5520.09,0.61398,,0.304236308,,0,1.10E-08,4.67E-09
PURNEX_clean,3.75463,5.02673,5154.07,0.46812,,0.112480764,,0,1.17E-07,7.61E-08
PURNIB_clean,3.17127,4.53624,5710.33,0.35394,,0.126881204,,0,3.42E-08,0
PURQEZ_clean,3.03078,3.56841,1563.52,0.51682,,0.282689147,,0,0,1.55E-26
PURRIE_clean,2.7755,4.60086,9991.78,0.3424,,2.689671949,,1.26E-10,0,0
PURSAY_clean,11.78578,15.93789,76714.4,0.7574,,0.122704857,,0,0,6.13E-08
PURSEC_clean,5.2887,12.19968,77411.5,0.51424,,0.375957528,,0,0,1.70E-235
PURSIG_clean,11.81941,15.94378,77387.5,0.76254,,0.116586164,,0,0,0
PURSOK_clean,3.24744,4.28038,844.895,0.5116,,2.389752066,,0,1.89E-211,0
PUSJUK_clean,2.73142,3.58716,2828.54,0.3827,,744.223288,,1.09E-14,0,0
PUSRUR_clean,2.85814,4.94159,3398.59,0.40596,,0.083036851,,0,0,1.21E-07
PUSSEC_clean,3.46025,5.68101,11008.6,0.43534,,0.494482476,,0,0,2.76E-26
PUSXIL_charged,4.68956,7.39501,3892.64,0.62832,,0.360360907,,0,8.26E-08,0
PUTYAE_charged,3.50383,4.26915,1978.82,0.4683,,3.049246073,,0,0,0
PUTYEI_clean,4.70566,6.03566,1935.83,0.5931,,0.538441769,,3.51E-08,3.58E-08,3.49E-08
PUVJOG_clean,5.56563,5.78815,1293.12,0.56832,,0.177241243,,1.82E-07,1.06E-68,0
PUVREF_clean,2.88352,3.42776,2155.02,0.50342,,0.03818272,,0,1.24E-275,0
PUWCAL_clean,2.87325,3.53312,1267.14,0.50372,,518.7553398,,4.91E-08,4.92E-08,4.91E-08
PUWCEP_charged,3.71079,5.80694,2442.76,0.52838,,3.968454249,,0,8.40E-08,8.34E-08
PUWCIT_clean,7.45343,8.52504,6983.83,0.67368,,0.222776088,,3.30E-08,3.93E-09,2.34E-08
PUWCOZ_clean,2.911,3.9253,2157.38,0.49104,,1.245092103,,4.09E-18,0,0
PUWCUF_clean,3.74673,5.24606,4836.07,0.56902,,0.483264468,,0,7.93E-08,7.61E-08
PUWDAM_clean,5.52042,8.61428,3262,0.69172,,0.817848404,,3.41E-09,1.62E-08,3.50E-08
PUWDEQ_charged,4.10497,5.52529,1692.13,0.5241,,0.937192627,,1.40E-08,3.52E-08,0
PUWDIU_clean,6.89238,8.04245,7612.61,0.63142,,0.171331698,,6.55E-08,6.62E-08,4.89E-08
PUWDOA_clean,8.43003,10.7076,9375.56,0.66652,,0.376499126,,5.18E-08,5.02E-08,1.00E-105
PUWVAG_clean,3.52763,4.44586,3961.03,0.45508,,7.033049063,,1.07E-29,5.53E-08,0
PUWXAH_clean,3.1497,4.08442,1662.5,0.39202,,0.378225651,,0,0,9.36E-08
PUWYAI_clean,3.17069,4.12094,2821.81,0.48168,,0.147192632,,5.31E-70,2.41E-08,9.47E-23
PUWZOX_clean,3.75992,5.50082,7009.07,0.4832,,63.61416166,,0,0,0
PUYHOI_clean,6.50102,7.74634,2824.59,0.53102,,0.046604537,,5.20E-16,5.03E-16,1.38E-07
PUYZUF_clean,3.8858,5.5411,844.046,0.57462,,1.192201379,,1.54E-11,6.18E-69,7.05E-08
PUZJOL_clean,3.67714,4.6116,1006.93,0.4917,,1.544495884,,0,4.14E-08,6.17E-08
PUZKOM_clean,3.43059,5.37739,6768.88,0.48682,,3.099295075,,0,0,0
PUZKUS_clean,4.71955,5.55502,2264.87,0.5436,,0.859750782,,0,7.96E-08,0
PUZLAZ_clean,6.29017,6.67636,2878.02,0.64396,,0.519065016,,4.20E-08,4.21E-08,1.00E-07
PUZLUS_clean,8.35277,15.25195,25540,0.78622,,0.06593743,,2.81E-08,5.38E-09,2.96E-08
PUZMAZ_manual,8.78148,16.78655,105351,0.7917,,0.058255932,,0,2.73E-09,0
PUZTOV_clean,6.42808,7.03084,4246.64,0.59714,,0.452393155,,0,0,0
PYDCUT_clean,4.66541,5.12439,1279.24,0.5385,,0.380005366,,0,0,1.27E-07
QABKIQ_clean,3.16292,4.33222,2367.7,0.6102,,0.35614842,,2.59E-13,1.08E-09,1.83E-08
QACRES_clean,2.35191,4.10113,1355.91,0.4046,,96.62036426,,6.61E-32,0,9.60E-26
QADBII_clean,3.86717,4.57086,2421.41,0.43944,,2.59796157,,1.08E-07,0,0
QADDEF_clean,2.32004,5.40035,33547.2,0.40744,,1.253492417,,0,0,0
QADKAH01_clean,2.90148,4.24052,2785.88,0.442,,0.937957856,,0,0,3.37E-13
QADKAH_clean,3.0634,4.42924,2761.69,0.50714,,0.630619548,,1.83E-112,0,3.42E-08
QADVUN_clean,2.77439,3.52377,664.582,0.43652,,0.671353738,,3.87E-10,2.82E-297,0
QADWEA_clean,3.71615,4.19709,1571.36,0.43808,,1.66630381,,0,9.44E-08,0
QADWEY_clean,3.27051,4.94386,2097.46,0.52706,,1.704026354,,9.49E-21,9.55E-08,7.45E-21
QADWIE_clean,3.68974,4.13843,1558.12,0.43504,,1.736270164,,0,9.10E-08,0
QADWOK_clean,3.66468,4.11077,1549.01,0.42678,,1.802090804,,0,1.02E-07,0
QADWUQ_clean,3.62343,4.06966,1540.28,0.4312,,1.849516577,,0,8.25E-08,0
QADXAX_clean,3.60748,4.04149,1534.37,0.43372,,1.892869755,,0,8.28E-08,0
QAFDOQ_clean,3.29544,12.27564,73937.8,0.59048,,17.26564266,,0,0,0
QAFWOM_clean,3.32745,4.55058,1315.22,0.5883,,0.126763019,,0,5.17E-08,3.14E-08
QAGCIN_clean,2.38916,3.66812,1276.48,0.50738,,0.526883944,,0,1.04E-32,2.74E-21
QAGDIO_clean,9.7854,12.56237,13601.5,0.69978,,0.190641619,,1.74E-55,1.44E-08,2.18E-08
QAGQEW_clean,9.12063,16.46672,15064.6,0.7072,,0.388666868,,5.67E-08,5.87E-08,5.73E-08
QAGTOH_clean,3.62303,4.24255,1266.7,0.4351,,3.065389671,,5.52E-08,0,0
QAHDOU_clean,22.92662,23.7137,26023.2,0.84462,,0.027479114,,0,3.45E-13,1.80E-08
QAHDUA_clean,22.77677,23.593,25894.8,0.84834,,0.026704953,,8.17E-08,0,1.88E-08
QAHMUJ_clean,3.33795,3.81948,1261.01,0.41602,,1.732264324,,0,0,1.16E-07
QAHQOH_clean,4.99899,6.13093,1318.78,0.59726,,1.452854033,,2.48E-08,0,4.88E-124
QAJJOB01_clean,2.61842,5.2703,2276.72,0.46504,,29.66331401,,2.79E-165,2.65E-11,0
QAJJOB_clean,2.62951,5.31413,2300.25,0.46848,,25.88763719,,5.48E-158,9.50E-11,0
QAJJOD_clean,6.06705,12.20177,19397.9,0.6056,,33.84913483,,2.45E-09,2.52E-09,2.57E-09
QAJJUH_clean,2.79175,4.8112,4555.38,0.4657,,28.77459031,,2.28E-268,1.33E-09,3.16E-169
QAJKAO_clean,2.48568,4.93228,2877.27,0.466,,0.71385761,,2.06E-13,2.06E-13,0
QAJKIV_clean,3.54282,4.1631,2939.85,0.42466,,73.96443188,,1.06E-07,0,3.28E-46
QAJMUM_clean,2.43305,3.59187,2442.14,0.38348,,0.111722915,,2.72E-98,2.73E-98,0
QAKFIU_clean,2.74694,3.68744,3648.86,0.39654,,4.487823795,,0,1.24E-09,0
QALGUH_SL,7.27691,8.12144,1550.1,0.60872,,0.278859545,,0,4.79E-08,0
QALHAO_clean,4.1032,7.59589,15148.1,0.59208,,0.11963496,,0,0,0
QALHES_clean,4.1143,7.03804,15104,0.59208,,0.122982627,,1.50E-136,0,0
QALHIX_clean,5.4761,10.78534,29014.5,0.73346,,0.103189879,,0,0,0
QALNEW_clean,2.54572,3.55781,994.992,0.50002,,0.162828172,,1.43E-21,0,1.22E-14
QALNIA_clean,2.64384,3.69998,997.252,0.50656,,0.315343259,,9.05E-11,0,4.00E-12
QALWUV_clean,5.07499,6.1798,8507.78,0.68676,,0.048928271,,0,0,6.26E-08
QAMHAQ_clean,6.53504,7.02425,2207.45,0.5065,,8.372362759,,2.05E-10,1.98E-08,3.07E-10
QAMLEY_clean,5.95163,10.75778,7441.24,0.73348,,0.479896003,,1.57E-09,1.66E-09,6.18E-08
QAMVEH01_clean,4.38593,5.48446,5787.64,0.60112,,1.044547561,,0,0,2.17E-11
QANDUH_clean,2.39117,2.86556,2999.33,0.44598,,0.026734841,,0,6.16E-32,8.37E-24
QANSUV_clean,2.34106,6.46973,20381.5,0.46996,,10.62943713,,0,0,0
QAPPON_clean,3.0633,4.39518,5095.88,0.4512,,3.882980156,,1.06E-12,0,0
QAPPUT_clean,2.00711,4.1519,1592.6,0.4325,,3.971929933,,0,0,0
QAPQAA_charged,2.28738,3.64433,1672.89,0.32628,,4.147778383,,0,0,0
QAPQEE_clean,3.15112,4.6756,3628.9,0.49336,,1.074443244,,0,0,4.14E-09
QAQHOG_clean,3.50826,3.99721,967.15,0.3631,,4.121728555,,3.11E-08,7.34E-281,0
QAQMON_clean,12.65565,13.70539,21279.1,0.7533,,0.174028518,,0,0,4.82E-08
QAQNOO_clean,7.40879,8.61411,9846.34,0.63698,,0.099386551,,0,0,4.93E-08
QAQRUW_clean,4.01991,6.64429,2789.26,0.6061,,0.470021612,,4.61E-08,2.20E-08,0
QAQSAD_clean,3.32954,4.82825,1140.21,0.51468,,1.209649355,,2.04E-08,0,6.21E-09
QARCET_clean,3.32784,5.06775,3019.67,0.4034,,1.886385362,,0,0,0
QARLON_clean,5.77852,10.45718,17633.8,0.64468,,0.354606394,,0,0,0
QARLUT_clean,5.69522,9.05778,14823.3,0.6065,,0.2232836,,0,8.21E-09,0
QARMAA_clean,5.34799,8.93971,15613.6,0.6042,,0.31123539,,0,1.82E-08,0
QARTAG_clean,2.71752,4.52081,2972.5,0.35472,,0.245168013,,0,0,0
QARTEK_clean,2.43325,4.5791,2330.61,0.40212,,0.487701186,,1.30E-12,0,0
QASSUZ_clean,8.86526,9.14805,4707.62,0.526,,0.004537114,,5.89E-08,0,0
QASTUC_clean,2.29802,5.14557,8305.91,0.47036,,1.620094599,,8.13E-20,0,0
QATDEU_clean,2.03749,4.6179,4898.81,0.45192,,7.213342234,,0,1.55E-127,3.52E-100
QATHIE_clean,2.47947,4.57456,1042.63,0.49104,,1.951713017,,0,9.31E-100,2.22E-100
QATHOK_clean,6.17953,9.22586,3551.54,0.51872,,0.25928236,,0,0,0
QATKII_clean,3.73384,4.89284,3260.89,0.5286,,2.323332518,,5.48E-10,1.03E-14,1.30E-07
QATKOO_clean,3.74651,5.15926,3258.99,0.52748,,2.493201152,,9.77E-14,3.12E-13,1.70E-07
QATLEE_clean,4.1832,5.47166,4022.35,0.45048,,4.19324659,,0,0,0
QATPOR_clean,3.38781,3.86999,956.573,0.34408,,5.110008166,,2.23E-08,0,0
QATRAG_clean,2.77283,3.76945,1051.42,0.41528,,0.408391361,,4.07E-10,1.55E-49,0
QATVUE_clean,3.58251,4.68241,6578.51,0.52502,,8.435343472,,0,0,0
QATXIU_clean,5.90286,6.74532,30374,0.58338,,0.374581548,,5.58E-09,2.73E-09,2.64E-09
QAVBUL_clean,9.58338,11.75665,2871,0.60012,,0.09770134,,3.37E-08,0,0
QAVDEW_clean,2.51016,3.41109,1367.64,0.4653,,0.683874259,,0,1.01E-16,0
QAVPIO_clean,4.29256,5.20704,554.381,0.45408,,26.3278172,,1.32E-08,0,0
QAVPOU_clean,7.08971,8.2616,4634.43,0.5233,,417.0696012,,1.97E-12,0,8.30E-09
QAVWAN_clean,4.45901,6.07882,2157.01,0.49476,,2.959985882,,0,1.23E-08,4.71E-08
QAVYUJ_clean,2.2432,3.11189,911.994,0.39026,,0.090183713,,1.00E-29,0,2.55E-26
QAVZAQ_clean,2.26392,3.03368,894.903,0.38258,,0.070254145,,6.92E-25,0,1.82E-29
QAWDID_clean,6.30584,8.97458,2941.79,0.77436,,0.027529845,,1.00E-07,9.94E-08,9.96E-08
QAWPIO_clean,3.68057,5.28916,4257.96,0.52572,,0.95818153,,4.02E-09,3.51E-09,1.12E-07
QAWREM_clean,3.20364,4.2967,1502.62,0.4032,,4.59238577,,0,0,0
QAWRIQ_clean,3.16928,4.23141,1493.63,0.3993,,6.556877434,,1.47E-30,0,0
QAWROW_clean,3.03467,4.1342,1462.84,0.35856,,24.85041312,,2.79E-169,0,0
QAXQUB_clean,2.54865,4.84322,3938.27,0.46222,,0.912285712,,1.54E-12,1.25E-12,1.11E-105
QAXROW_clean,2.69414,5.09031,1907.32,0.40708,,1.13420275,,0,0,8.57E-10
QAYTAL_clean,6.53665,7.28708,2454.08,0.65984,,0.2578627,,1.88E-08,1.30E-08,1.59E-09
QAYTEP_clean,2.95385,5.5026,4358.27,0.55738,,0.27165253,,9.13E-33,1.89E-20,0
QAYTOZ_charged,2.9005,6.0743,2978.16,0.49672,,1.19771317,,2.84E-23,1.12E-07,0
QEBGAH_clean,4.6783,5.28096,3531.87,0.50232,,2.196562227,,8.73E-08,0,0
QEBGEL_clean,4.31851,5.93773,3734.23,0.53102,,1.111942132,,3.87E-09,5.30E-114,0
QEBKUF_SL,5.44447,9.4266,22984.4,0.69772,,0.229102839,,0,0,0
QEFNAQ_clean,4.47508,5.89837,3914.43,0.48948,,11.78471616,,3.29E-45,2.64E-44,4.15E-45
QEFWUV_clean,28.24134,32.83404,26281.8,0.82424,,0.079237642,,2.36E-08,2.39E-08,1.51E-08
QEGGUE_charged,6.04059,7.3924,20542.7,0.6123,,1.83897686,,0,1.02E-09,2.26E-09
QEGHEP_clean,3.00029,4.78723,9431.62,0.3904,,0.615434795,,0,0,0
QEJYIP_clean,3.34944,5.64002,1606.19,0.52288,,1.878916304,,0,0,6.10E-08
